,PARKING_SPACE_ID,POST_ID,STREET_NAME,shape
22159,146688,650-24100,SACRAMENTO ST,POINT (-122.43283 37.790035)
22160,160187,445-13420,GREEN ST,POINT (-122.42196 37.797897)
22161,141571,362-09140,COLE ST,POINT (-122.44981 37.765434)
22163,158897,612-17160,POLK ST,POINT (-122.42105 37.792824)
22164,140983,414-11980,FLORIDA ST,POINT (-122.41012 37.752834)
22165,161899,869-05270,TERRY A FRANCOIS BLVD,POINT (-122.38584 37.770004)
22166,146021,440-12040,GEARY BLVD,POINT (-122.42329 37.785507)
22167,158928,612-22240,POLK ST,POINT (-122.42198 37.797443)
22168,149729,492-08530,IOWA ST,POINT (-122.39184 37.755264)
22169,158366,700-06240,VALENCIA ST,POINT (-122.42177 37.76265)
22170,158539,359-17060,CLAY ST,POINT (-122.421265 37.792404)
22171,141651,468-00620,HILLWAY AVE,POINT (-122.456604 37.764034)
22172,148832,645-01370,RHODE ISLAND ST,POINT (-122.402725 37.767548)
22174,159673,593-05290,OFARRELL ST,POINT (-122.414 37.785606)
22175,154093,446-00860,GROVE ST,POINT (-122.41772 37.778645)
22176,146722,415-21020,FILLMORE ST,POINT (-122.43379 37.789074)
22177,153215,443-05160,GOUGH ST,POINT (-122.42317 37.77832)
22178,150728,526-02350,KANSAS ST,POINT (-122.40359 37.766346)
22179,161724,440-06050,GEARY ST,POINT (-122.41348 37.78662)
22181,146135,666-24280,SUTTER ST,POINT (-122.44103 37.78515)
22183,154133,701-00260,VAN NESS AVE,POINT (-122.41929 37.77618)
22184,149521,207-07270,07TH ST,POINT (-122.4005 37.770935)
22185,140625,462-15050,HAIGHT ST,POINT (-122.44714 37.769913)
22186,148881,389-01650,DIVISION ST,POINT (-122.40555 37.769604)
22187,140736,362-06050,COLE ST,POINT (-122.45071 37.769238)
22188,147067,419-11230,FRANKLIN ST,POINT (-122.423065 37.785286)
22189,158025,568-19290,MISSION ST,POINT (-122.41963 37.76573)
22190,153987,419-03160,FRANKLIN ST,POINT (-122.42132 37.77751)
22191,150277,306-20110,ALAMEDA ST,POINT (-122.40539 37.768436)
22192,147093,652-15140,SCOTT ST,POINT (-122.43789 37.78431)
22193,160795,593-08360,OFARRELL ST,POINT (-122.41924 37.785057)
22194,153966,411-00090,FELL ST,POINT (-122.41802 37.77648)
22195,150465,304-02160,AUSTIN ST,POINT (-122.422775 37.788883)
22197,146557,354-20150,CHESTNUT ST,POINT (-122.43673 37.800686)
22199,157835,705-06055,VALLEJO ST,POINT (-122.407486 37.798683)
22200,158448,568-25160,MISSION ST,POINT (-122.41892 37.75647)
22201,148897,359-25050,CLAY ST,POINT (-122.43446 37.79062)
22202,152733,593-10150,OFARRELL ST,POINT (-122.42186 37.784607)
22203,159009,444-14040,GRANT AVE,POINT (-122.40737 37.799908)
22205,145907,415-24220,FILLMORE ST,POINT (-122.43443 37.792255)
22206,146866,384-18010,DIVISADERO ST,POINT (-122.44018 37.786274)
22207,150044,210-04340,10TH ST,POINT (-122.41046 37.770813)
22208,153571,663-15050,STEINER ST,POINT (-122.43445 37.7833)
22210,159943,400-06250,EDDY ST,POINT (-122.41836 37.78314)
22211,158415,700-04070,VALENCIA ST,POINT (-122.4219 37.766315)
22212,148595,491-08320,INDIANA ST,POINT (-122.391396 37.759373)
22213,159765,573-00130,MYRTLE ST,POINT (-122.41849 37.785545)
22214,141527,221-32480,21ST ST,POINT (-122.4208 37.75696)
22216,140242,219-41090,19TH ST,POINT (-122.435295 37.75921)
22218,141144,352-14030,CASTRO ST,POINT (-122.433876 37.75036)
22219,159810,593-06390,OFARRELL ST,POINT (-122.41569 37.78542)
22220,156547,443-01250,GOUGH ST,POINT (-122.42263 37.774796)
22221,145959,350-24630,CALIFORNIA ST,POINT (-122.43506 37.789196)
22222,152498,419-08110,FRANKLIN ST,POINT (-122.422424 37.782116)
22223,146843,415-19130,FILLMORE ST,POINT (-122.433586 37.787388)
22224,149504,330-08730,BRANNAN ST,POINT (-122.40463 37.771793)
22225,159822,440-08130,GEARY ST,POINT (-122.417 37.786175)
22227,140595,569-22330,MARKET ST,POINT (-122.43181 37.765045)
22228,141645,700-10380,VALENCIA ST,POINT (-122.42112 37.755886)
22229,156763,443-01110,GOUGH ST,POINT (-122.42256 37.77445)
22230,149914,607-33060,PIERCE ST,POINT (-122.43945 37.800663)
22231,149899,596-01310,OTIS ST,POINT (-122.42013 37.771027)
22232,156886,596-00410,OTIS ST,POINT (-122.41965 37.772186)
22233,154065,464-03370,HAYES ST,POINT (-122.42271 37.776848)
22234,132437,645-01210,RHODE ISLAND ST,POINT (-122.40277 37.7681)
22235,145808,691-22390,UNION ST,POINT (-122.43664 37.796875)
22236,148912,722-28240,WEBSTER ST,POINT (-122.43374 37.797142)
22237,150449,415-23160,FILLMORE ST,POINT (-122.43423 37.791237)
22238,158914,664-23060,STOCKTON ST,POINT (-122.41048 37.807236)
22239,157477,700-08410,VALENCIA ST,POINT (-122.4212 37.759075)
22240,140371,462-17220,HAIGHT ST,POINT (-122.45103 37.769543)
22241,146074,350-28320,CALIFORNIA ST,POINT (-122.441536 37.788006)
22242,160670,472-06210,HYDE ST,POINT (-122.41664 37.786926)
22243,159432,869-08030,TERRY A FRANCOIS BLVD,POINT (-122.38675 37.76545)
22244,161671,614-07400,POST ST,POINT (-122.414635 37.78756)
22245,145885,350-24040,CALIFORNIA ST,POINT (-122.4341 37.78895)
22247,162053,216-31600,16TH ST,POINT (-122.423645 37.764874)
22248,157428,700-06370,VALENCIA ST,POINT (-122.42152 37.762337)
22250,145656,592-27260,OCTAVIA ST,POINT (-122.428795 37.797718)
22251,141686,462-05235,HAIGHT ST,POINT (-122.43128 37.77193)
22252,146753,440-12150,GEARY BLVD,POINT (-122.42364 37.785336)
22253,161041,325-05180,BAY ST,POINT (-122.415924 37.8054)
22254,154170,415-11200,FILLMORE ST,POINT (-122.432 37.78019)
22255,150097,211-03540,11TH ST,POINT (-122.41271 37.770702)
22258,147229,724-02200,WILLOW ST,POINT (-122.42175 37.783276)
22259,150469,691-17170,UNION ST,POINT (-122.427826 37.797993)
22260,132325,845-04130,ILLINOIS ST,POINT (-122.388016 37.766422)
22261,150537,491-10780,INDIANA ST,POINT (-122.39114 37.756645)
22262,158209,216-31620,16TH ST,POINT (-122.423706 37.76487)
22263,159048,444-14080,GRANT AVE,POINT (-122.407394 37.80002)
22264,146909,415-18200,FILLMORE ST,POINT (-122.43331 37.786686)
22265,156608,215-16130,15TH ST,POINT (-122.42048 37.766582)
22266,150126,215-15360,15TH ST,POINT (-122.41921 37.76675)
22268,158849,664-15200,STOCKTON ST,POINT (-122.40904 37.80011)
22269,158899,836-00220,FRANCISCO ST,POINT (-122.40625 37.805634)
22271,148620,203-25100,03RD ST,POINT (-122.388435 37.757587)
22272,148518,388-01400,DE HARO ST,POINT (-122.402 37.768223)
22275,146485,354-22330,CHESTNUT ST,POINT (-122.440605 37.800194)
22276,158396,700-06150,VALENCIA ST,POINT (-122.42157 37.76288)
22277,150243,568-17442,MISSION ST,POINT (-122.420105 37.76874)
22278,154006,411-03290,FELL ST,POINT (-122.4239 37.775734)
22279,152566,401-08290,ELLIS ST,POINT (-122.42029 37.78385)
22280,161303,502-26240,JONES ST,POINT (-122.416954 37.80591)
22282,140499,462-05131,HAIGHT ST,POINT (-122.43087 37.771984)
22283,146344,666-20310,SUTTER ST,POINT (-122.43421 37.785904)
22284,145826,691-22130,UNION ST,POINT (-122.435936 37.796963)
22285,150132,209-04290,09TH ST,POINT (-122.40915 37.771923)
22286,149954,209-04430,09TH ST,POINT (-122.40876 37.77161)
22287,162868,847-05240,JEFFERSON ST,POINT (-122.421295 37.807583)
22288,152842,614-21340,POST ST,POINT (-122.43763 37.78464)
22289,156949,568-20290,MISSION ST,POINT (-122.41948 37.764153)
22290,160113,546-28060,LEAVENWORTH ST,POINT (-122.41888 37.807095)
22292,153004,464-04240,HAYES ST,POINT (-122.42398 37.776814)
22293,157594,600-15230,PACIFIC AVE,POINT (-122.42072 37.79508)
22294,160537,612-07270,POLK ST,POINT (-122.41939 37.783806)
22295,150788,415-32010,FILLMORE ST,POINT (-122.43594 37.79906)
22296,160769,401-05390,ELLIS ST,POINT (-122.41586 37.78441)
22297,146033,384-17180,DIVISADERO ST,POINT (-122.43986 37.78578)
22298,150703,692-02360,UTAH ST,POINT (-122.40671 37.76668)
22299,148725,568-16660,MISSION ST,POINT (-122.41965 37.77122)
22300,153330,568-20440,MISSION ST,POINT (-122.41962 37.76372)
22301,159267,869-05330,TERRY A FRANCOIS BLVD,POINT (-122.38629 37.77027)
22302,157448,700-06530,VALENCIA ST,POINT (-122.42148 37.7619)
22303,160941,502-06190,JONES ST,POINT (-122.41334 37.787266)
22304,160798,594-01070,OLIVE ST,POINT (-122.41977 37.784428)
22305,141556,462-16390,HAIGHT ST,POINT (-122.44981 37.769573)
22306,162947,215-03110,15TH ST,POINT (-122.40416 37.767235)
22307,152841,614-21060,POST ST,POINT (-122.4367 37.78476)
22308,161000,612-31230,POLK ST,POINT (-122.42386 37.80595)
22309,157901,869-06050,TERRY A FRANCOIS BLVD,POINT (-122.3862 37.768867)
22311,162869,585-03460,NORTH POINT ST,POINT (-122.41363 37.806637)
22312,159253,869-05400,TERRY A FRANCOIS BLVD,POINT (-122.38639 37.769634)
22313,141044,224-39480,24TH ST,POINT (-122.431206 37.75152)
22314,146090,415-19210,FILLMORE ST,POINT (-122.433624 37.78757)
22316,150292,210-04060,10TH ST,POINT (-122.411095 37.77132)
22317,152819,440-20120,GEARY BLVD,POINT (-122.43661 37.78403)
22318,162835,465-01170,HEMLOCK ST,POINT (-122.42064 37.787167)
22319,164169,700-06110,VALENCIA ST,POINT (-122.421585 37.763004)
22320,141635,462-16140,HAIGHT ST,POINT (-122.449165 37.76978)
22321,141577,218-42140,18TH ST,POINT (-122.43668 37.760838)
22322,152515,686-06030,TURK ST,POINT (-122.419205 37.782074)
22323,146088,350-23360,CALIFORNIA ST,POINT (-122.433624 37.789013)
22324,153840,544-02440,LARCH ST,POINT (-122.422226 37.78226)
22326,160236,612-21380,POLK ST,POINT (-122.421844 37.796757)
22327,145700,350-24060,CALIFORNIA ST,POINT (-122.43419 37.78894)
22328,140837,569-21480,MARKET ST,POINT (-122.43028 37.766598)
22329,140391,302-12880,ARGUELLO BLVD,POINT (-122.45754 37.76466)
22330,148902,415-31210,FILLMORE ST,POINT (-122.43585 37.798595)
22331,160919,573-01130,ALICE B TOKLAS PL,POINT (-122.420135 37.785336)
22332,156716,700-01310,VALENCIA ST,POINT (-122.422325 37.770737)
22333,161274,847-00110,JEFFERSON ST,POINT (-122.41283 37.808525)
22334,160550,401-07100,ELLIS ST,POINT (-122.41816 37.784245)
22335,146441,652-15030,SCOTT ST,POINT (-122.437965 37.78401)
22336,164042,614-18120,POST ST,POINT (-122.43197 37.78536)
22337,146163,614-16120,POST ST,POINT (-122.42871 37.785767)
22338,157771,705-07020,VALLEJO ST,POINT (-122.40901 37.7986)
22339,162046,220-34460,20TH ST,POINT (-122.4187 37.758694)
22341,157856,869-05020,TERRY A FRANCOIS BLVD,POINT (-122.386505 37.770714)
22342,141069,224-31740,24TH ST,POINT (-122.41601 37.752426)
22344,140852,352-04470,CASTRO ST,POINT (-122.4349 37.76104)
22345,145691,691-21060,UNION ST,POINT (-122.434166 37.797314)
22346,146376,440-19140,GEARY BLVD,POINT (-122.43509 37.784245)
22347,154411,553-03190,LINDEN ST,POINT (-122.42368 37.77629)
22348,150686,331-16180,BRYANT ST,POINT (-122.41063 37.76629)
22349,158299,222-31430,22ND ST,POINT (-122.41827 37.755405)
22351,158425,568-23140,MISSION ST,POINT (-122.41924 37.759766)
22352,158542,705-15430,VALLEJO ST,POINT (-122.42329 37.796665)
22354,146462,663-15240,STEINER ST,POINT (-122.43441 37.783764)
22356,132315,845-04070,ILLINOIS ST,POINT (-122.38804 37.766632)
22357,157277,700-02510,VALENCIA ST,POINT (-122.42213 37.768623)
22358,145924,592-27270,OCTAVIA ST,POINT (-122.428925 37.79771)
22359,146587,606-16280,PINE ST,POINT (-122.423134 37.789345)
22360,146569,663-33190,STEINER ST,POINT (-122.43787 37.8002)
22361,149526,578-07070,MISSION BAY BLVD SOUTH,POINT (-122.39304 37.770428)
22362,158741,612-21330,POLK ST,POINT (-122.42198 37.79666)
22363,161939,667-01820,SOUTH VAN NESS AVE,POINT (-122.41793 37.770527)
22364,156827,667-01040,SOUTH VAN NESS AVE,POINT (-122.41862 37.772392)
22365,154020,701-04080,VAN NESS AVE,POINT (-122.419945 37.77945)
22366,140276,352-04350,CASTRO ST,POINT (-122.43493 37.7614)
22368,154459,211-02050,11TH ST,POINT (-122.41526 37.77297)
22369,150390,691-22420,UNION ST,POINT (-122.43686 37.79697)
22370,161020,472-02260,HYDE ST,POINT (-122.41574 37.783287)
22373,150681,607-33050,PIERCE ST,POINT (-122.43956 37.800602)
22374,161701,465-01310,HEMLOCK ST,POINT (-122.42106 37.787113)
22375,153714,443-09030,GOUGH ST,POINT (-122.42402 37.781693)
22376,146063,419-15090,FRANKLIN ST,POINT (-122.423744 37.788643)
22377,156534,470-15180,HOWARD ST,POINT (-122.41611 37.772747)
22379,149786,214-02440,14TH ST,POINT (-122.41955 37.76835)
22380,145717,354-23190,CHESTNUT ST,POINT (-122.44182 37.80004)
22381,132202,339-04380,BERRY ST,POINT (-122.39889 37.771496)
22382,154111,423-12330,FULTON ST,POINT (-122.43775 37.776836)
22384,146519,691-18390,UNION ST,POINT (-122.430176 37.797695)
22385,147171,419-14260,FRANKLIN ST,POINT (-122.42344 37.788025)
22387,153113,464-04250,HAYES ST,POINT (-122.42384 37.776703)
22388,160508,336-11170,BUSH ST,POINT (-122.41595 37.789173)
22389,157380,473-00080,HOFF ST,POINT (-122.42058 37.764668)
22390,152648,443-11060,GOUGH ST,POINT (-122.42425 37.78364)
22391,161061,681-26090,TAYLOR ST,POINT (-122.41556 37.80667)
22392,162978,336-15300,BUSH ST,POINT (-122.42298 37.788418)
22393,148743,306-22130,ALAMEDA ST,POINT (-122.407234 37.768333)
22394,140637,361-06050,CLAYTON ST,POINT (-122.44858 37.769527)
22395,156767,211-01410,11TH ST,POINT (-122.41597 37.773537)
22396,157349,568-25380,MISSION ST,POINT (-122.41886 37.75584)
22397,132136,684-06850,TOWNSEND ST,POINT (-122.40354 37.770195)
22398,149646,492-07230,IOWA ST,POINT (-122.392006 37.757423)
22399,156479,462-14300,HAIGHT ST,POINT (-122.4463 37.770145)
22400,153682,686-07240,TURK ST,POINT (-122.42167 37.781887)
22401,159206,327-08070,BROADWAY,POINT (-122.41056 37.797203)
22402,159854,562-26210,MASON ST,POINT (-122.41416 37.808144)
22404,157415,568-23360,MISSION ST,POINT (-122.41918 37.759144)
22405,150601,209-05270,09TH ST,POINT (-122.40768 37.770752)
22407,164679,722-15140,WEBSTER ST,POINT (-122.43116 37.7852)
22409,150772,354-20260,CHESTNUT ST,POINT (-122.43719 37.80075)
22410,158410,700-08470,VALENCIA ST,POINT (-122.42119 37.7589)
22411,162937,210-04120,10TH ST,POINT (-122.41096 37.77121)
22412,146807,412-02260,FERN ST,POINT (-122.42286 37.78791)
22413,160934,546-04150,LEAVENWORTH ST,POINT (-122.414604 37.78517)
22414,163889,614-10100,POST ST,POINT (-122.4187 37.787045)
22415,158354,700-07570,VALENCIA ST,POINT (-122.42136 37.760666)
22416,159081,869-05280,TERRY A FRANCOIS BLVD,POINT (-122.38587 37.76998)
22417,161362,562-24180,MASON ST,POINT (-122.413635 37.80621)
22418,152789,593-09350,OFARRELL ST,POINT (-122.42083 37.784737)
22419,140683,219-40220,19TH ST,POINT (-122.43456 37.759346)
22420,157664,585-01380,NORTH POINT ST,POINT (-122.40997 37.80709)
22421,150588,208-05330,08TH ST,POINT (-122.40611 37.771957)
22422,150072,215-15490,15TH ST,POINT (-122.419525 37.76664)
22424,153824,593-17080,OFARRELL ST,POINT (-122.433014 37.783314)
22425,161203,472-03060,HYDE ST,POINT (-122.41583 37.783745)
22426,160630,542-07110,LARKIN ST,POINT (-122.417854 37.784626)
22427,158633,325-03140,BAY ST,POINT (-122.41252 37.805824)
22428,157370,214-03240,14TH ST,POINT (-122.42099 37.76826)
22430,146762,722-16100,WEBSTER ST,POINT (-122.431274 37.785778)
22431,161848,681-26050,TAYLOR ST,POINT (-122.415535 37.806557)
22432,164163,568-21180,MISSION ST,POINT (-122.41953 37.762806)
22433,149856,568-17410,MISSION ST,POINT (-122.41991 37.76899)
22434,150156,667-01410,SOUTH VAN NESS AVE,POINT (-122.418015 37.77169)
22435,160038,472-03280,HYDE ST,POINT (-122.41594 37.784256)
22436,150082,607-33030,PIERCE ST,POINT (-122.43955 37.80055)
22437,160936,666-08141,SUTTER ST,POINT (-122.41406 37.78859)
22438,149532,207-13040,07TH ST,POINT (-122.39664 37.767677)
22439,159178,363-03310,COLUMBUS AVE,POINT (-122.407616 37.798412)
22440,145867,304-02120,AUSTIN ST,POINT (-122.422646 37.788902)
22442,160129,720-18060,WASHINGTON ST,POINT (-122.42326 37.79305)
22444,141162,667-12030,SOUTH VAN NESS AVE,POINT (-122.41628 37.753826)
22445,150551,491-11310,INDIANA ST,POINT (-122.39089 37.75551)
22446,140294,462-15060,HAIGHT ST,POINT (-122.44724 37.770023)
22447,158461,568-24470,MISSION ST,POINT (-122.418816 37.75722)
22448,141084,667-12180,SOUTH VAN NESS AVE,POINT (-122.41645 37.753468)
22449,159868,612-24380,POLK ST,POINT (-122.42242 37.79959)
22450,158177,220-34370,20TH ST,POINT (-122.4184 37.758617)
22451,160360,447-01050,GREENWICH ST,POINT (-122.40225 37.803143)
22453,145844,415-22130,FILLMORE ST,POINT (-122.43416 37.79023)
22454,140717,569-20970,MARKET ST,POINT (-122.42872 37.76749)
22455,141561,569-20570,MARKET ST,POINT (-122.42758 37.768387)
22456,160969,472-03240,HYDE ST,POINT (-122.41592 37.784134)
22457,160580,440-09310,GEARY ST,POINT (-122.41927 37.78588)
22460,153594,442-05080,GOLDEN GATE AVE,POINT (-122.4191 37.78126)
22461,161320,326-07360,BEACH ST,POINT (-122.42198 37.806534)
22462,158401,217-33070,17TH ST,POINT (-122.419914 37.76334)
22464,156588,605-00330,PAGE ST,POINT (-122.42198 37.77408)
22465,140748,700-10580,VALENCIA ST,POINT (-122.421074 37.755398)
22466,140607,355-02270,CHURCH ST,POINT (-122.42874 37.766605)
22467,141602,669-06780,STANYAN ST,POINT (-122.45347 37.76933)
22470,132193,339-04090,BERRY ST,POINT (-122.39801 37.772003)
22472,157805,705-06030,VALLEJO ST,POINT (-122.40736 37.798702)
22473,158920,612-23110,POLK ST,POINT (-122.42227 37.79809)
22474,152847,614-21160,POST ST,POINT (-122.43706 37.784714)
22475,153019,443-05260,GOUGH ST,POINT (-122.423225 37.778587)
22476,159646,542-07170,LARKIN ST,POINT (-122.41789 37.78479)
22477,150176,568-16600,MISSION ST,POINT (-122.4196 37.77133)
22478,146190,443-11280,GOUGH ST,POINT (-122.42437 37.784256)
22479,161999,423-03130,FULTON ST,POINT (-122.42207 37.778835)
22480,132054,869-07380,TERRY A FRANCOIS BLVD,POINT (-122.38667 37.765873)
22481,149866,216-29050,16TH ST,POINT (-122.417755 37.76509)
22483,146490,350-24320,CALIFORNIA ST,POINT (-122.435036 37.789104)
22485,148867,707-02110,VERMONT ST,POINT (-122.40462 37.766933)
22486,141076,730-12030,YORK ST,POINT (-122.40811 37.75271)
22487,161396,681-26180,TAYLOR ST,POINT (-122.415474 37.80698)
22488,156488,568-20420,MISSION ST,POINT (-122.419624 37.763775)
22489,132128,445-06130,GREEN ST,POINT (-122.40944 37.799397)
22490,146157,336-15130,BUSH ST,POINT (-122.42254 37.788338)
22491,150642,568-16290,MISSION ST,POINT (-122.419136 37.77189)
22492,146795,614-12340,POST ST,POINT (-122.4228 37.786514)
22493,140545,462-15270,HAIGHT ST,POINT (-122.44777 37.769833)
22494,154099,464-03130,HAYES ST,POINT (-122.42183 37.776962)
22496,149687,492-08010,IOWA ST,POINT (-122.391884 37.75612)
22498,162887,600-17210,PACIFIC AVE,POINT (-122.423996 37.79466)
22499,153819,593-17110,OFARRELL ST,POINT (-122.43325 37.78315)
22500,158522,612-21200,POLK ST,POINT (-122.421776 37.796432)
22502,159933,612-24170,POLK ST,POINT (-122.422485 37.799156)
22504,161792,562-24060,MASON ST,POINT (-122.413574 37.805904)
22505,150162,568-18150,MISSION ST,POINT (-122.41982 37.767742)
22506,153242,411-00130,FELL ST,POINT (-122.41804 37.77648)
22507,146707,549-24110,LOMBARD ST,POINT (-122.44141 37.79904)
22508,159332,860-03240,MISSION BAY BLVD NORTH,POINT (-122.3875 37.771263)
22509,156857,700-02270,VALENCIA ST,POINT (-122.42217 37.769142)
22510,140517,462-14240,HAIGHT ST,POINT (-122.44614 37.770164)
22511,132468,207-12080,07TH ST,POINT (-122.39725 37.76818)
22512,152666,402-01380,ELM ST,POINT (-122.420166 37.781567)
22513,149978,213-01390,13TH ST,POINT (-122.41698 37.769566)
22514,164006,615-02340,POTRERO AVE,POINT (-122.407715 37.76616)
22515,158158,341-00320,BRADY ST,POINT (-122.420364 37.772793)
22517,146301,419-11220,FRANKLIN ST,POINT (-122.42288 37.78524)
22518,159220,869-05720,TERRY A FRANCOIS BLVD,POINT (-122.38607 37.770042)
22519,140362,302-12900,ARGUELLO BLVD,POINT (-122.45755 37.764645)
22520,132236,330-09110,BRANNAN ST,POINT (-122.405716 37.770927)
22521,140987,224-29140,24TH ST,POINT (-122.41065 37.752754)
22522,152633,440-22350,GEARY BLVD,POINT (-122.440796 37.782993)
22523,160965,593-06110,OFARRELL ST,POINT (-122.41504 37.785477)
22524,161955,549-21300,LOMBARD ST,POINT (-122.43721 37.7998)
22526,153042,419-04210,FRANKLIN ST,POINT (-122.421715 37.77861)
22527,156839,661-12030,STEVENSON ST,POINT (-122.42125 37.77273)
22528,150199,331-19300,BRYANT ST,POINT (-122.41023 37.76217)
22529,156944,443-00830,GOUGH ST,POINT (-122.42243 37.773823)
22530,158385,700-06600,VALENCIA ST,POINT (-122.42169 37.761887)
22531,160202,616-17050,POWELL ST,POINT (-122.410934 37.800438)
22532,158854,600-15190,PACIFIC AVE,POINT (-122.42058 37.795094)
22534,153178,612-03460,DR CARLTON B GOODLETT PL,POINT (-122.4184 37.780025)
22536,162026,568-20250,MISSION ST,POINT (-122.41949 37.764263)
22537,160372,616-15280,POWELL ST,POINT (-122.410515 37.799114)
22538,157399,568-23300,MISSION ST,POINT (-122.4192 37.759304)
22539,150521,491-10280,INDIANA ST,POINT (-122.391205 37.75732)
22540,141716,385-00230,DOLORES ST,POINT (-122.42658 37.76821)
22541,148842,215-03210,15TH ST,POINT (-122.404594 37.76721)
